"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"BP"	"GO:1903747"	"regulation of establishment of protein localization to mitochondrion"	"22/2271"	"73/18866"	2.97905089788486e-05	0.00368595333992141	0.00341030593208493	"TP73/DNAJA1/SIRT4/SH3GLB1/E2F1/BNIP3L/GSK3A/YWHAE/UBE2D3/HTRA2/RHOU/YWHAH/ATP5IF1/PMAIP1/PINK1/YWHAG/UBE2L3/TFDP1/UBL5/LEPROT/SIAH3/PPP3R1"	22
"BP"	"GO:0090175"	"regulation of establishment of planar polarity"	"29/2271"	"110/18866"	3.03852080509264e-05	0.00368595333992141	0.00341030593208493	"PSMA4/AP2S1/PSMA3/PSMB5/PSME2/PSMA7/PLEKHA4/PSMF1/ANKRD6/PSMB7/NKD1/CLTC/ARRB2/PSMB6/PSMA5/PSMA8/TIAM1/PSMB4/AP2M1/VANGL2/PSMD6/PRICKLE2/FZD4/PSMD2/MAGI2/AP2A1/PSMB8/PSMB9/PSMB3"	29
"BP"	"GO:0033157"	"regulation of intracellular protein transport"	"55/2271"	"264/18866"	3.03958490551493e-05	0.00368595333992141	0.00341030593208493	"ARHGAP44/AKAP8L/GTSE1/TP73/SIRT4/SH3GLB1/PPM1A/E2F1/ZDHHC2/BNIP3L/OAZ1/GSK3A/YWHAE/UBE2D3/MAPK14/RAB23/SNX3/PDCD10/HTRA2/RHOU/TARDBP/IL1B/YWHAH/ATP5IF1/RAN/INPP5K/CD36/TXN/ANP32B/KIF20B/PMAIP1/STOM/CABP1/KCNB1/PINK1/DMTN/IFI27/NDEL1/MTCL1/MFF/YWHAG/CDK1/KIF5B/OAZ2/YOD1/SLC35D3/UBE2L3/SVIP/TFDP1/UBL5/UBE2J1/LEPROT/FIS1/SIAH3/PPP3R1"	55
"BP"	"GO:0010951"	"negative regulation of endopeptidase activity"	"54/2271"	"258/18866"	3.12547393732607e-05	0.00368595333992141	0.00341030593208493	"LTF/SERPINB1/PICALM/LXN/BIRC5/SERPIND1/SERPINA4/MMP9/CST9L/CST4/EPPIN/PCSK1N/CARD8/SERPINE1/AMBP/YWHAE/BIRC2/KNG1/SERPINC1/SPINK4/ITIH5/WFDC3/PSMF1/PRDX5/IFI6/VIL1/LAMTOR5/NGF/FURIN/ARRB2/AHSG/SNCA/SPINT4/SPOCK1/CPAMD8/PTTG1/PRDX3/SERPINB12/WFDC13/SERPINA6/CST1/ARL6IP1/CST9/WFDC5/UBE2O/SIAH2/WFDC10B/SERPINA11/SERPINA5/SERPINB2/SERPINB5/GPX1/AQP1/CARD18"	54
"BP"	"GO:0070942"	"neutrophil mediated cytotoxicity"	"7/2271"	"10/18866"	3.12674671575715e-05	0.00368595333992141	0.00341030593208493	"CTSG/TUSC2/ARG1/DNASE1L3/AZU1/F2/ELANE"	7
"BP"	"GO:0006826"	"iron ion transport"	"23/2271"	"79/18866"	3.65779121568442e-05	0.00423061512304632	0.00391423616089527	"LTF/SLC11A1/TFRC/FTL/HEPH/MCOLN1/ATP6V1D/ATP6V0A4/TFR2/STEAP3/ISCU/SLC40A1/CLTC/ATP6V1B2/SLC25A37/ATP6V0D2/LCN2/ATP6V1C1/TTYH1/SCARA5/RAB11B/ATP6V0C/SLC48A1"	23
"BP"	"GO:0006401"	"RNA catabolic process"	"78/2271"	"415/18866"	3.84865845625518e-05	0.00436894006237856	0.00404221671779783	"SLC11A1/PSMA4/YBX3/YBX1/IGF2BP2/TNRC6C/TNRC6A/HNRNPC/GTPBP1/PSMA3/PSMB5/PSME2/PSMA7/E2F1/GSPT1/ZC3HAV1/HSPB1/CASC3/HSPA8/APOBEC1/MAPK14/RBM24/RPS12/RPL24/SLIRP/TARDBP/RPL21/AGO2/PSMF1/DKC1/LIN28A/ERN2/RPS15A/IGF2BP3/PSMB7/RPLP1/RPS24/HNRNPD/PSMB6/RPS11/SERBP1/PSMA5/UPF2/PSMA8/RPL30/TENT5B/IGF2BP1/PSMB4/BTG2/DEDD2/PSMD6/FEN1/UPF3A/RNASE2/UBB/LSM3/GTPBP2/RPL38/RNASEH2C/PSMD2/RPLP2/EXOSC4/RPL35A/TENT5C/NANOS2/RPS26/RPL12/NUDT16/RPL39/PSMB8/HSPA1B/HSPA1A/UBA52/RPL41/SLFN14/PSMB9/RPL17/PSMB3"	78
"BP"	"GO:0000041"	"transition metal ion transport"	"32/2271"	"129/18866"	4.51681624508037e-05	0.00489869538271522	0.00453235523689699	"FKBP4/LTF/SLC11A1/TFRC/FTL/HEPH/MCOLN1/ATP6V1D/ATP6V0A4/TFR2/STEAP3/STEAP4/CBLIF/ISCU/SLC40A1/COX17/CLTC/ATP6V1B2/SLC25A37/ATP6V0D2/LCN2/TMEM163/ATP6V1C1/SLC30A8/TTYH1/SCARA5/SLC30A1/ATOX1/RAB11B/ATP6V0C/SLC30A10/SLC48A1"	32
"BP"	"GO:0002251"	"organ or tissue specific immune response"	"15/2271"	"41/18866"	4.54887285362873e-05	0.00489869538271522	0.00453235523689699	"NOS2/LTF/FFAR2/GCNT3/CAMP/DEFA4/RNASE2/PLA2G1B/H2BC21/IFNLR1/FFAR3/C17orf99/RPL39/DEFA1/DEFA3"	15
"BP"	"GO:0042590"	"antigen processing and presentation of exogenous peptide antigen via MHC class I"	"23/2271"	"80/18866"	4.55506748474335e-05	0.00489869538271522	0.00453235523689699	"PSMA4/NCF4/PSMA3/PSMB5/PSME2/PSMA7/PSMF1/CD36/PSMB7/PSMB6/PSMA5/FCGR1A/PSMA8/FCER1G/PSMB4/PSMD6/PSMD2/CALR/FCGR1B/PSMB8/PSMB9/SEC22B/PSMB3"	23
"BP"	"GO:0002479"	"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"	"22/2271"	"75/18866"	4.72468473999465e-05	0.00490886736545206	0.00454176652615364	"PSMA4/NCF4/PSMA3/PSMB5/PSME2/PSMA7/PSMF1/CD36/PSMB7/PSMB6/PSMA5/FCGR1A/PSMA8/PSMB4/PSMD6/PSMD2/CALR/FCGR1B/PSMB8/PSMB9/SEC22B/PSMB3"	22
"BP"	"GO:0061844"	"antimicrobial humoral immune response mediated by antimicrobial peptide"	"22/2271"	"75/18866"	4.72468473999465e-05	0.00490886736545206	0.00454176652615364	"LTF/CXCL2/REG1A/DEFB118/RPL30/PGLYRP4/S100A9/S100A12/CAMP/DEFA4/SPAG11B/KLK5/CXCL10/PLA2G1B/SPAG11A/F2/H2BC21/ELANE/HMGN2/RPL39/DEFA1/DEFA3"	22
"BP"	"GO:0006879"	"cellular iron ion homeostasis"	"21/2271"	"70/18866"	4.83481341711541e-05	0.00493956770781958	0.00457017099849436	"LTF/SLC11A1/CYBRD1/TFRC/SRI/FTL/HEPH/TFR2/SKP1/FBXL5/NEDD8/NDFIP1/ISCU/SLC40A1/SOD1/LCN2/ALAS2/SCARA5/BOLA2B/ERFE/NCOA4"	21
"BP"	"GO:1901532"	"regulation of hematopoietic progenitor cell differentiation"	"24/2271"	"86/18866"	5.34346124258553e-05	0.00529670797303671	0.00490060316969551	"PSMA4/TCF3/TP73/PSMA3/PSMB5/PSME2/PSMA7/GATA1/PSMF1/LMO2/PSMB7/PSMB6/PSMA5/PSMA8/FLCN/PSMB4/TAL1/PSMD6/PSMD2/MIXL1/PSMB8/PSMB9/N4BP2L2/PSMB3"	24
"BP"	"GO:1902600"	"proton transmembrane transport"	"37/2271"	"159/18866"	5.35719240339765e-05	0.00529670797303671	0.00490060316969551	"ATP1A2/VPS9D1/TESC/ATP6V1D/SLC17A7/ATP6V0A4/COX6A1/COX7A2/ATP5PB/ATP5F1E/COX6B1/COX7C/COX7B/SLC9A5/COX5B/COX17/ATP6V1B2/ATP6V0D2/ATP5MC3/ATP5PF/ATP6V1C1/PM20D1/OTOP1/COX6C/STOML2/ATP5F1C/CYB5A/ATP5MG/ATP5PD/UCP2/COX8A/SLC9A4/OTOP2/ATP6V0C/SLC36A3/NDUFA4/ATP5MF"	37
"BP"	"GO:0060828"	"regulation of canonical Wnt signaling pathway"	"59/2271"	"295/18866"	5.52941258661464e-05	0.0053802062152298	0.00497785714564406	"HECW1/ISL1/WWTR1/PSMA4/WNK1/CDH3/FGFR2/LRP6/RBX1/PSMA3/PPM1A/PSMB5/PSME2/PSMA7/GID8/DKKL1/PLEKHA4/GSK3A/IFT20/FOLR1/MAPK14/SEMA5A/STK11/FOXO3/UBE2B/TNN/EGR1/PSMF1/APOE/TRPM4/LRP4/ANKRD6/PSMB7/PPM1B/NKD1/PSMB6/PSMA5/RBMS3/RSPO2/PSMA8/DKK2/GNAQ/PSMB4/AMFR/PSMD6/GPRC5B/RBPJ/CDH2/MCC/FZD4/PSMD2/DDIT3/SIAH2/NOG/KREMEN1/SHISA6/PSMB8/PSMB9/PSMB3"	59
"BP"	"GO:0033238"	"regulation of cellular amine metabolic process"	"23/2271"	"81/18866"	5.64459159387051e-05	0.0054064603860041	0.00500214794535762	"PSMA4/SIRT4/PSMA3/PSMB5/PSME2/PSMA7/OAZ1/ODC1/PSMF1/PSMB7/PSMB6/PSMA5/PSMA8/PSMB4/PSMD6/HPRT1/GPR37/PSMD2/HTR1A/OAZ2/PSMB8/PSMB9/PSMB3"	23
"BP"	"GO:0061013"	"regulation of mRNA catabolic process"	"45/2271"	"208/18866"	6.055958276155e-05	0.00571123449735848	0.0052841300715665	"SLC11A1/PSMA4/YBX3/YBX1/IGF2BP2/TNRC6C/TNRC6A/HNRNPC/GTPBP1/PSMA3/PSMB5/PSME2/PSMA7/E2F1/ZC3HAV1/HSPB1/HSPA8/APOBEC1/MAPK14/RBM24/TARDBP/AGO2/PSMF1/IGF2BP3/PSMB7/HNRNPD/PSMB6/SERBP1/PSMA5/PSMA8/TENT5B/IGF2BP1/PSMB4/BTG2/PSMD6/UBB/PSMD2/EXOSC4/TENT5C/NANOS2/PSMB8/HSPA1A/UBA52/PSMB9/PSMB3"	45
"BP"	"GO:0070979"	"protein K11-linked ubiquitination"	"12/2271"	"29/18866"	6.46604284348733e-05	0.00600558221675414	0.00555646552483409	"CDC27/UBE2T/UBE2A/FZR1/UBE2S/UBE2D3/UBE2B/ANAPC13/UBE2E3/UBE2C/UBE2L3/UBE2H"	12
"BP"	"GO:0043618"	"regulation of transcription from RNA polymerase II promoter in response to stress"	"28/2271"	"109/18866"	6.82506549124069e-05	0.00624442559123961	0.00577744742604946	"PSMA4/RBX1/PSMA3/PSMB5/PSME2/PSMA7/ELOB/EGR1/PSMF1/PSMB7/PSMB6/PSMA5/PSMA8/BACH1/PSMB4/PSMD6/ANKRD2/RBPJ/UBB/PSMD2/DDIT3/HIGD1A/PSMB8/HSPA1A/UBA52/PSMB9/EGLN2/PSMB3"	28
"BP"	"GO:0010466"	"negative regulation of peptidase activity"	"55/2271"	"272/18866"	7.15562393388065e-05	0.00645058451686594	0.00596818912627693	"LTF/SERPINB1/PICALM/LXN/BIRC5/SERPIND1/SERPINA4/MMP9/R3HDML/CST9L/CST4/EPPIN/PCSK1N/CARD8/SERPINE1/AMBP/YWHAE/BIRC2/KNG1/SERPINC1/SPINK4/ITIH5/WFDC3/PSMF1/PRDX5/IFI6/VIL1/LAMTOR5/NGF/FURIN/ARRB2/AHSG/SNCA/SPINT4/SPOCK1/CPAMD8/PTTG1/PRDX3/SERPINB12/WFDC13/SERPINA6/CST1/ARL6IP1/CST9/WFDC5/UBE2O/SIAH2/WFDC10B/SERPINA11/SERPINA5/SERPINB2/SERPINB5/GPX1/AQP1/CARD18"	55
